"","pred_oot_2","fraud","same_zip_1#x","same_zip_5#x","same_ssn_5#x","same_ssn_3#x","same_nameDOB_5#x","same_ssn_diff_phone_3#x","same_ssn_diff_phone_5#x","same_ssn_diff_phone_7#x","same_ssn_diff_address_5#x","same_ssn_diff_address_7#x","same_ssn_diff_dob_14#x","same_ssn_diff_zip_30#x","same_ssn_diff_zip_14#x","same_ssn_diff_zip_7#x","same_zip_diff_address_1#x","same_zip_diff_ssn_1#x","same_phone_diff_zip_3#x","same_phone_diff_zip_5#x","same_phone_diff_dob_7#x","same_phone_diff_dob_1#x","same_phone_diff_ssn_3#x"
"19",0.487754320418708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"20",0.186959007360909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"21",0.19061813699449,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,0,2
"22",0.186458705394448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4
"23",0.171205583805641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"24",0.186702393020976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"25",0.187228548414246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1
"26",0.403228492392791,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,2,5,6,0,2
"27",0.186892941379775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"28",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"29",0.340065409308586,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"30",0.186504985896175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2
"31",0.18701821457604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"32",0.18701821457604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"33",0.27406184000643,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,3,1,3
"34",0.186820807451239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"35",0.523095389039038,0,0,0,1,278,1,215,405,593,515,746,611,1050,1050,685,0,0,1,2,3,0,1
"36",0.190425225786157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,121,136,0,78
"37",0.186892941379775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"38",0.171067383895972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"39",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"40",0.190874751334423,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1
"41",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"43",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"45",0.186985651606318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,0,6
"46",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",0.186820807451239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"48",0.171680181568383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,0,7
"49",0.171337715767909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,4
"50",0.186959007360909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"51",0.17144927143217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"52",0.18671531973438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3
"53",0.186946080647505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"54",0.186892941379775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"55",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",0.381019045081563,0,0,1,1,279,0,216,406,594,516,747,611,1051,1051,686,0,0,0,1,6,0,0
"58",0.187215621700841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"59",0.187466168093373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
"60",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0.385716222255042,0,0,1,1,280,0,217,407,595,517,748,612,1052,1052,687,0,0,0,0,0,0,0
"62",0.187143487772306,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"63",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"64",0.187215621700841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"65",0.186577119824711,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"66",0.413216024299799,1,0,1,1,14,0,14,30,40,30,40,42,62,62,39,0,0,1,4,5,0,1
"67",0.274377661561494,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1
"68",0.188077384128581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"69",0.186636327039842,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"70",0.187031141289444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1
"71",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"72",0.339690380538391,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,3
"73",0.187090348504576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"74",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"75",0.186702393020976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"76",0.171192657092237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"77",0.187248333893652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,4
"78",0.18707135384377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"79",0.273070224522926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,856,1569,1091,0,858
"80",0.186643185805845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3
"81",0.186827666217242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2
"82",0.195976974043105,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,4,5,0,2
"83",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"84",0.186761600236108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"85",0.400158044572729,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,4,6,0,4
"86",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"87",0.186899800145778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
"88",0.171067383895972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"89",0.171192657092237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"90",0.274443727542628,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,1,2
"91",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0.187090348504576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"95",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"96",0.186577119824711,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"97",0.339630382504658,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"98",0.391723115373594,0,0,1,1,281,0,218,408,596,518,749,613,1053,1053,688,0,0,0,0,1,0,0
"99",0.186774526949512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"100",0.274377661561494,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1
"101",0.18729461439538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,2
"102",0.186774526949512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"103",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"104",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"105",0.339571175289527,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"106",0.186893732198376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3
"107",0.186959007360909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"108",0.187091139323177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,3
"109",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"110",0.187031932108046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,4
"111",0.339886996844591,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"112",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"113",0.171074242661974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3
"114",0.18720955375344,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,1
"115",0.171126591111103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0.18707135384377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"117",0.187097207270579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,2
"118",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"119",0.187090348504576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"120",0.187281687681976,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,1
"121",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"122",0.187090348504576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"123",0.187038000055447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3
"124",0.402998522298268,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,8,12,13,0,8
"125",0.187268760968572,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
"126",0.187097207270579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,2
"127",0.550402174454496,0,0,1,1,282,1,219,409,597,519,750,614,1054,1054,689,0,0,3,5,5,0,3
"128",0.171522196179306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,3
"129",0.191435051334617,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,5,0,0
"130",0.186946080647505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"131",0.171646678556971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"132",0.186959007360909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"133",0.186820807451239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"134",0.340012270040856,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"135",0.186702393020976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"136",0.187466168093373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
"137",0.186886873432373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"138",0.17162018353465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,5
"139",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"140",0.186406356945319,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,7
"141",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"142",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"143",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",0.186702393020976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"145",0.399888503519392,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,5,5,0,4
"146",0.186946080647505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"147",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"148",0.18720955375344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,1
"149",0.186820807451239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"150",0.186774526949512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"151",0.171383996269637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,2
"152",0.186946080647505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"153",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"154",0.18720955375344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,1
"155",0.187025073342043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,2
"156",0.186946080647505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"157",0.187228548414246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1
"158",0.402898953305722,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
"159",0.187084280557175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1
"160",0.40040859096526,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,6,8,0,4
"161",0.186959007360909,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"162",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0.186946080647505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"164",0.171581403394438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,2
"165",0.186899800145778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
"166",0.186892941379775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"167",0.187084280557175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1
"168",0.186892941379775,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"169",0.171251864307369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"170",0.187025073342043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,2
"171",0.187394034164837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0
"172",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",0.187090348504576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"174",0.187228548414246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1
"175",0.186827666217242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2
"176",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",0.186965866126912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,3
"178",0.288382553326864,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,857,1570,1091,0,859
"179",0.186946080647505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"180",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",0.339886996844591,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"182",0.186695534254974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",0.18701821457604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"184",0.186571051877309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3
"185",0.187169341199114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2
"186",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"187",0.171126591111103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",0.186886873432373,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"189",0.186827666217242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2
"190",0.187729641199308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,1
"191",0.186774526949512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"192",0.274634275901427,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0
"193",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"194",0.170995249967436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
"195",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"196",0.40027039105559,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,5,6,0,3
"197",0.187025073342043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,2
"198",0.186702393020976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"199",0.187025073342043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,2
"200",0.171574544628435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"201",0.186827666217242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2
"202",0.391716712461417,0,0,1,1,283,0,220,410,598,520,751,614,1055,1055,690,0,0,2,2,2,0,2
"203",0.186886873432373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"204",0.186636327039842,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"205",0.187038000055447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3
"206",0.171126591111103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",0.18701821457604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"208",0.171718812485506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"209",0.400388805485853,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,4,0,1
"210",0.186892941379775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"211",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"212",0.186695534254974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",0.186643185805845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3
"214",0.187761562573517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,2
"215",0.171383996269637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,2
"216",0.186965866126912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,3
"217",0.187222480466844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,2
"218",0.186695534254974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",0.18671531973438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3
"220",0.403663519196719,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,7,8,0,1
"221",0.186893732198376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3
"222",0.186761600236108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"223",0.186833734164643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1
"224",0.187150346538309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,2
"225",0.186695534254974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",0.186892941379775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"227",0.339953062825725,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"228",0.186577119824711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"229",0.339755655700924,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"230",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"231",0.186695534254974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",0.186912726859182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3
"233",0.187268760968572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
"234",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"235",0.186820807451239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"236",0.400013776715658,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,6,6,0,4
"237",0.187216412519443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,3
"238",0.186636327039842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"239",0.196622334685238,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,6,9,0,2
"240",0.186899800145778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
"241",0.171396922983041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,3
"242",0.339893855610593,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
